group_id,,AbsTime,RelTime,Cycle,m15.006 (B_m15.006) (Corr),m15.970 (B_m15.970) (Corr),m16.980 (B_m16.980) (Corr),m17.007 (B_m17.007) (Corr),m18.016 (B_m18.016) (Corr),m18.886 (B_m18.886) (Corr),m18.939 (B_m18.939) (Corr),m19.043 (B_m19.043) (Corr),m19.089 (B_m19.089) (Corr),m19.109 (B_m19.109) (Corr),m19.729 (B_m19.729) (Corr),m20.006 (B_m20.006) (Corr),m21.005 (B_m21.005) (Corr),m26.996 (B_m26.996) (Corr),m27.988 (B_m27.988) (Corr),m28.988 (B_m28.988) (Corr),m29.971 (B_m29.971) (Corr),m30.983 (B_m30.983) (Corr),m31.969 (B_m31.969) (Corr),m32.074 (B_m32.074) (Corr),m32.968 (B_m32.968) (Corr),m33.003 (B_m33.003) (Corr),m33.965 (B_m33.965) (Corr),m36.910 (B_m36.910) (Corr),m37.012 (B_m37.012) (Corr),m37.123 (B_m37.123) (Corr),m37.656 (B_m37.656) (Corr),m37.749 (B_m37.749) (Corr),m37.999 (B_m37.999) (Corr),m38.999 (B_m38.999) (Corr),m41.003 (B_m41.003) (Corr),m41.999 (B_m41.999) (Corr),m43.013 (B_m43.013) (Corr),m43.971 (B_m43.971) (Corr),m44.973 (B_m44.973) (Corr),m45.958 (B_m45.958) (Corr),m46.988 (B_m46.988) (Corr),m48.981 (B_m48.981) (Corr),m49.976 (B_m49.976) (Corr),m50.991 (B_m50.991) (Corr),m51.997 (B_m51.997) (Corr),m53.006 (B_m53.006) (Corr),m55.009 (B_m55.009) (Corr),m57.035 (B_m57.035) (Corr),m59.025 (B_m59.025) (Corr),m60.020 (B_m60.020) (Corr),m61.001 (B_m61.001) (Corr),m61.999 (B_m61.999) (Corr),m62.993 (B_m62.993) (Corr),m65.008 (B_m65.008) (Corr),m67.023 (B_m67.023) (Corr),m69.037 (B_m69.037) (Corr),m71.044 (B_m71.044) (Corr),m73.024 (B_m73.024) (Corr),m75.011 (B_m75.011) (Corr),m77.008 (B_m77.008) (Corr),m78.015 (B_m78.015) (Corr),m79.017 (B_m79.017) (Corr),m81.006 (B_m81.006) (Corr),m83.055 (B_m83.055) (Corr),m85.059 (B_m85.059) (Corr),m87.023 (B_m87.023) (Corr),m88.043 (B_m88.043) (Corr),m89.027 (B_m89.027) (Corr),m90.924 (B_m90.924) (Corr),m91.014 (B_m91.014) (Corr),m93.009 (B_m93.009) (Corr),m94.011 (B_m94.011) (Corr),m95.022 (B_m95.022) (Corr),m96.021 (B_m96.021) (Corr),m97.057 (B_m97.057) (Corr),m99.047 (B_m99.047) (Corr),m101.056 (B_m101.056) (Corr),m103.041 (B_m103.041) (Corr),m105.018 (B_m105.018) (Corr),m109.052 (B_m109.052) (Corr),m111.079 (B_m111.079) (Corr),m117.056 (B_m117.056) (Corr),m123.075 (B_m123.075) (Corr),m125.093 (B_m125.093) (Corr),m143.107 (B_m143.107) (Corr),m145.087 (B_m145.087) (Corr),m149.020 (B_m149.020) (Corr),m202.911 (B_m202.911) (Corr),m203.966 (B_m203.966) (Corr),m204.248 (B_m204.248) (Corr),m204.589 (B_m204.589) (Corr),m204.939 (B_m204.939) (Corr),m205.432 (B_m205.432) (Corr),m205.703 (B_m205.703) (Corr),m205.918 (B_m205.918) (Corr),m207.002 (B_m207.002) (Corr),m217.906 (B_m217.906) (Corr),m223.041 (B_m223.041) (Corr),m225.020 (B_m225.020) (Corr),m266.978 (B_m266.978) (Corr),m281.039 (B_m281.039) (Corr),m283.013 (B_m283.013) (Corr),m286.971 (B_m286.971) (Corr),m329.812 (B_m329.812) (Corr),m330.840 (B_m330.840) (Corr),m331.858 (B_m331.858) (Corr),m332.186 (B_m332.186) (Corr),m332.836 (B_m332.836) (Corr),m341.011 (B_m341.011) (Corr),m355.111 (B_m355.111) (Corr),m356.122 (B_m356.122) (Corr),m357.073 (B_m357.073) (Corr),m358.059 (B_m358.059) (Corr),m359.030 (B_m359.030) (Corr),m371.113 (B_m371.113) (Corr),m372.112 (B_m372.112) (Corr),m373.073 (B_m373.073) (Corr),m374.064 (B_m374.064) (Corr),m375.050 (B_m375.050) (Corr),m376.043 (B_m376.043) (Corr),m429.081 (B_m429.081) (Corr),m430.082 (B_m430.082) (Corr),m431.078 (B_m431.078) (Corr),m432.070 (B_m432.070) (Corr),m445.104 (B_m445.104) (Corr),m446.105 (B_m446.105) (Corr),m447.089 (B_m447.089) (Corr),m448.086 (B_m448.086) (Corr),E/N_Act [Td],p-Drift_Act [mbar]
69,2247,44841.8541,2247.0015,2248,1167.427,1000.649,743.1567,1250.81,33457.18,2941.702,4105.885,0,0,0,16006.65,65011.7,32468920,844.2387,189.2231,33661.3,22109.41,224.8656,328600.3,1092.461,2967.208,9311.444,764.7708,212.1479,3572469,0,990.161,854.8582,5504.372,10125.75,797.6324,282.9156,3544.538,184.4911,6733.798,206.1385,545.2761,21.58854,51.43708,617.376,53.17178,798.6638,4216.459,678.3811,2099.406,101.5649,4172.474,163.6364,366.4945,70.30951,63.38121,412.1438,223.3604,279.9376,605.0457,1206.425,277.4794,106.1568,319.7086,126.0711,54.22687,162.5421,121.1399,259.9589,120.2045,240.0598,61.8595,138.7537,10537.92,442.5526,90.41631,40.34801,25.02997,85.52725,28.9966,47.27418,37.1371,89.92081,22.62828,26.38133,37.40376,28.58997,29.07763,22.01418,152615.4,219.0752,3.611699,1069.139,28.72177,27.61942,67.95049,21.01356,80.19729,53.03439,12.00773,42.02737,120.1079,164.3436,151.1457,3663.101,95428.31,164.2066,67.23449,38.9079,48.87546,45015.77,2555.885,2857.471,393.8557,176.8545,7669.165,837.0476,4083.039,500.8867,309.7349,56.33334,42.02719,19.01228,20.01291,3.001288,19.01228,7.003863,15.00901,3.001288,175.4766,2.797899
69,2248,44841.8541,2248.0015,2249,1862.214,917.2595,666.9886,1164.334,33336.25,3900.047,4765.817,0,0,0,14062.53,59569.61,34170520,1113.614,164.037,33710.54,23017.76,171.7385,323730.6,1082.708,3060.387,9657.615,867.4113,156.6487,3721760,0,1026.571,739.2372,5973.4,9633.193,745.9722,303.5377,3293.997,171.7558,6968.359,236.3671,547.2043,37.18085,113.5735,623.0802,62.83961,810.7187,4575.091,576.6234,2127.564,93.75206,4231.945,160.1832,351.8878,38.67013,54.12468,453.7499,175.9443,316.5294,589.43,1210.897,223.9448,156.806,333.3736,118.6628,59.90931,184.8251,126.9386,280.2715,121.3066,257.517,59.5927,144.9157,10712.23,471.6985,96.12574,22.00802,17.87851,83.75432,20.46818,53.31096,19.13437,76.05788,25.45683,20.82734,36.19721,15.48624,26.75143,10.00646,151823.9,188.8929,3.001288,1049.37,27.16186,24.70345,54.71523,25.01613,85.6067,67.04359,23.01425,61.03967,106.1004,148.1594,147.3499,3655.108,93880.53,161.1939,64.13564,36.20317,57.03703,44573.61,2506.688,2862.502,386.7036,178.3348,7861.586,883.4025,4048.868,506.9361,276.722,48.03104,85.51235,31.01999,32.02063,7.003864,47.03045,24.01557,20.01291,5.002576,175.4766,2.797899
69,2249,44841.8541,2249.0015,2250,2130.958,333.5479,833.8699,653.7423,36171.61,3135.356,4145.454,0,0,0,15244.21,66573.39,34546660,925.3838,246.9693,33916.82,23385.75,178.9375,326631.6,983.2196,3266.587,9929.924,643.1071,185.7195,3622955,0,1079.811,861.4797,5486.172,10049.84,748.2896,445.0149,3378.452,131.4009,6860.547,250.525,552.7501,21.2462,97.73091,599.3868,72.21445,810.8156,4574.028,571.1702,2191.511,93.75218,4353.985,157.2847,318.8281,87.88676,45.4761,447.5879,197.9371,340.7613,613.6295,1107.939,234.4241,137.8716,274.8565,88.99716,35.37068,204.2775,140.9628,305.8771,109.4841,230.392,48.02432,143.7775,10555.47,436.766,99.83463,33.01208,28.49393,75.27267,28.99666,50.53447,35.67948,85.42464,24.04254,22.21582,41.02268,16.67672,33.82114,21.01357,151317.4,193.7462,0,1065.185,36.08179,21.01357,61.03988,37.02404,113.0771,80.36489,39.02526,54.0351,109.0789,145.1721,178.2105,3645.406,95561.09,176.2363,70.04826,37.02387,73.98551,45166.22,2606.526,2880.084,413.135,213.3948,8066.664,810.7988,4116.783,524.5666,340.8665,45.02918,236.429,81.52222,51.03303,13.00839,84.05481,38.29036,35.02204,14.00906,175.4766,2.797899
70,2329,44841.855,2329.0015,2330,2695.162,500.3233,446.252,1417.584,34817.74,3466.569,4590.907,0,0,0,15120.94,60680.35,33741570,822.1998,285.7301,32986.81,23223.21,322.037,277259.8,1239.023,2992.263,11071.46,731.1185,168.032,3633104,0,1118.206,853.1798,5876.367,10926,894.415,407.3561,4058.152,203.6745,8039.381,253.5899,564.0804,37.18085,72.01194,596.0404,43.50426,843.787,4554.95,727.8475,2641.74,147.9316,3863.879,130.8187,425.1284,63.26613,46.71823,429.3366,191.6413,367.0038,581.1436,1219.763,230.1474,125.1029,317.7769,113.7184,65.27037,121.6743,113.7497,248.7288,111.342,292.3872,52.74548,122.5735,10170.49,393.06,126.7134,44.01619,41.12074,78.53953,32.40801,26.37522,31.09501,85.41956,25.45688,31.1217,41.41008,20.36281,34.05715,12.00708,152260.1,261.8215,2.009105,1100.766,24.84424,23.01488,46.9445,49.03178,78.05074,122.0349,48.03123,75.04926,105.0835,174.9103,161.5175,2994.855,95511.7,171.7033,67.50278,28.0181,105.526,59149.84,2786.391,3858.825,506.9886,296.644,10682.77,1031.219,5365.423,637.1258,342.2262,63.04102,987.0284,204.2839,164.1842,30.01948,293.7604,104.0683,126.1867,47.13212,174.9989,2.804765
70,2330,44841.855,2330.0015,2331,2276.391,250.1073,689.1946,772.9596,37013.3,3666.576,4926.262,34850.67,0,0,13740.73,65010.09,32582120,1076.943,229.329,34011.55,23020.13,293.5257,277470.3,1186.365,2548.708,10733.04,603.2825,247.6271,3616874,0,866.1008,722.9308,5275.375,10199.68,936.9078,557.8295,4217.943,139.1791,7854.088,223.1873,585.8572,53.1155,123.4494,625.9246,38.67046,826.4559,4474.507,686.1705,2548.292,101.5509,4097.627,160.7237,387.2094,37.81181,54.12463,505.429,154.3064,407.6092,589.8237,1124.093,270.2856,154.1032,312.7316,113.3908,70.74161,145.6857,125.5366,280.0674,77.98957,261.2492,38.01922,104.5399,10185.43,412.4714,97.05334,47.68413,34.12292,92.50282,37.525,58.18863,38.27081,85.42464,18.38545,22.2158,50.67615,28.59002,43.03508,15.00966,153649.8,261.8663,0.9453127,1086.391,25.89956,28.95622,54.0117,33.9516,95.0732,96.06655,37.02409,57.71722,104.0828,166.4479,181.8602,2921.793,95685.97,174.2243,83.17289,36.02327,95.06585,57187.16,2808.257,3734.046,512.6434,296.5344,10394.35,1003.763,5208.207,637.9306,327.1156,67.04348,681.8856,142.137,115.0826,28.76863,265.5211,77.05008,84.05461,32.01716,175.0227,2.804384
70,2331,44841.855,2331.0015,2332,2543.172,457.0025,917.2582,943.645,36874.96,3541.543,5810.976,0,0,0,13819.79,63386.01,32407580,1246.173,176.4061,32555.85,23264.85,257.8157,279919.1,1174.624,2602.174,10592.42,732.1797,212.2512,3588056,0,971.1805,865.2904,5679.75,10956.47,872.9062,531.3347,4327.775,166.0903,8071.672,290.0535,640.5928,58.11591,77.15562,533.8044,72.50387,777.9876,4723.317,715.7008,2618.291,128.9096,3885.235,123.3457,399.8491,51.96303,60.89052,446.8377,185.0626,365.588,679.9751,1189.789,279.0169,136.2656,300.7227,113.7184,91.3931,168.4029,118.9372,282.0363,99.03857,235.9371,67.40866,136.6226,10319.88,444.8271,101.0562,45.85025,33.96934,73.30885,30.70228,49.85333,25.51387,91.49615,22.62824,33.32383,39.31255,15.48624,45.36127,13.00839,152018.4,268.3112,3.001932,1058.219,27.79929,26.98622,64.04165,29.01871,90.06279,94.06158,39.02533,50.03253,115.8085,172.5963,185.5426,2942.475,95903.42,155.6817,62.35862,32.58356,77.8442,55857.51,2716.469,3584.605,502.0837,273.3269,10000.94,956.3361,5026.665,574.5015,358.5849,61.03962,431.5061,118.2216,68.185,28.01816,165.1954,42.02716,73.04741,32.86498,175.0941,2.80324
70,2332,44841.8551,2332.0015,2333,2033.918,500.2697,888.9224,917.2637,34894.92,3407.658,4143.274,0,0,0,13309.34,63419.59,35189920,976.9038,153.8727,34759.05,23053.75,208.4299,280191,1062.219,2887.894,10991.75,592.3063,208.9004,3576610,0,923.4723,784.6713,5896.586,10581.62,862.1514,427.0177,4592.628,160.8224,7864.57,231.5737,449.1649,59.65128,57.7058,693.0038,48.33495,864.0818,4495.446,739.1411,2745.47,109.3638,4392.986,149.8898,439.7857,45.70105,43.97626,489.8689,212.051,444.0671,587.6149,1260.391,303.3171,132.2204,305.5899,150.5887,56.59335,143.6876,132.1525,254.2902,128.5243,219.4781,36.01113,112.2574,10192.84,406.0927,82.88118,38.51411,30.39358,102.0822,38.35126,37.49337,20.73001,65.16898,29.14706,24.99278,30.16427,20.8182,38.38255,16.00967,151356.4,242.8782,1,1062.805,18.07418,33.89698,42.93406,31.00442,83.13262,83.09346,25.01617,71.89048,114.3351,152.18,182.2402,2983.997,95051.66,157.1874,74.26383,27.51774,85.05549,56001.21,2796.72,3524.203,478.9919,251.3323,10193.38,973.389,5150.504,636.4236,357.5496,59.95292,233.6787,64.45589,42.02724,9.005795,87.18607,30.0194,54.03502,22.01423,175.0703,2.803621
70,2333,44841.8551,2333.0015,2334,2475.747,250.0537,250.161,544.7841,36082.45,3826.808,3989.556,0,0,0,12430.39,66202.04,32591330,1092.878,176.4064,33925.38,22676.55,161.8821,281741.7,920.7595,3055.217,11089.17,636.3946,220.0925,3572620,0,965.726,748.369,5714.702,10404.21,944.9882,382.528,4434.62,129.55,7469.933,202.2787,527.5659,63.73868,82.29932,637.0596,56.97666,833.5106,4392.5,596.3993,2406.979,113.2841,4268.36,148.6693,336.2611,87.88694,51.43562,481.6541,222.3352,417.3915,670.1606,1168.232,251.886,138.3457,316.0038,106.4569,49.64802,119.4916,125.3895,308.5518,132.3836,235.9722,72.81133,131.2675,10200.9,396.3296,96.59708,49.51822,26.81779,73.30281,35.01994,40.75373,22.32462,68.30665,22.62823,30.54686,39.81705,15.48622,26.25164,11.00708,151550.7,225.4631,6.003236,1122.079,24.35164,18.01159,40.24495,28.01813,95.24142,60.03904,27.338,74.0483,129.1286,157.1767,172.043,3119.457,94469.27,159.8012,77.66871,44.63826,70.04501,56481.18,2796.592,3602.281,502.0984,236.4143,10554.45,1033.003,5228.342,669.3958,309.1898,68.91199,154.1668,52.03374,41.02657,19.01226,73.04678,26.01679,40.17443,10.15497,175.118,2.802858
70,2334,44841.8551,2334.0015,2335,2241.05,750.4842,833.5771,1223.451,35109.52,3138.597,4423.145,0,0,0,14634.53,64028.76,35054360,1029.571,88.2029,33434.89,23305.09,327.7394,285088.5,923.2875,3178.094,11226.46,662.6301,176.8761,3596401,0,1037.144,748.3608,6193.947,10975.36,990.814,411.6273,4199.055,165.3943,7940.199,285.5121,643.5919,50.1056,108.018,668.1638,28.99657,773.0104,4735.017,690.6004,2684.47,135.2421,4364.95,137.0684,441.3317,54.10526,38.43965,484.886,215.0209,370.2539,717.9571,1274.907,282.0673,202.83,251.8001,116.1908,61.30943,114.9064,167.3932,293.7695,145.3087,260.1762,62.2662,133.9295,10187.8,486.2426,74.38985,34.84602,35.75716,108.396,17.05685,54.49525,44.59326,71.93636,16.05972,31.9353,39.4919,23.44812,38.38259,14.00903,151840.6,217.6554,1.343972,1071.6,27.45531,37.57132,56.03653,17.01095,80.94363,62.27488,19.01164,62.04035,129.2187,199.2276,196.1878,3093.04,94527.83,162.4365,62.22482,34.69433,60.03837,58262.03,2808.409,3525.031,515.0484,254.343,10766.91,1083.965,5454.931,608.2648,378.5895,60.0391,64.04095,20.26312,27.01742,10.00644,32.02074,11.00708,17.01095,13.00837,175.1895,2.801714
70,2335,44841.8551,2335.0015,2336,1111.031,250.1073,854.5565,833.8726,35394.3,3490.542,4290.579,0,0,0,14260.64,64637.69,34341580,1311.249,264.6096,34561.52,22511.01,316.9283,286214,946.6147,3280.268,11315.23,915.4504,238.7828,3630321,0,1298.587,806.3499,5659.458,10957.39,1088.882,357.6223,4338.233,298.9841,8097.985,239.1317,591.4501,37.18085,92.56558,593.8577,29.00279,734.6024,4637.967,694.9982,2721.404,117.1768,4249.271,138.9465,433.0196,66.78159,59.25844,425.4619,161.3139,369.4281,612.1281,1116.409,279.7288,122.7371,246.5115,128.5517,75.45789,159.9722,134.9748,329.2993,131.9782,245.8526,80.5567,100.447,10427.44,430.0482,94.72803,35.23294,23.24206,99.80466,28.9966,47.2743,16.1081,83.53954,24.04247,26.3814,50.67633,25.68635,35.82508,8.442948,151215.5,225.265,1,1100.778,35.02277,13.43838,45.02922,26.01682,95.42493,62.04027,26.46247,53.03445,105.0648,167.1898,180.2386,3160.128,95262.69,185.272,80.80389,24.01197,59.03845,59247.54,2847.221,3623.487,479.2954,239.5778,10930.44,1029.973,5499.631,665.3392,337.4056,52.03015,47.03061,18.01159,18.01164,8.004507,31.01945,11.00644,16.60448,6.003236,175.1895,2.801714
70,2336,44841.8551,2336.0015,2337,1670.518,352.6032,750.4856,954.5543,32585.04,3838.079,4047.231,0,0,0,14238.75,63224.74,34488390,992.4966,219.5444,34823.37,24111.16,238.4637,289047.4,963.4407,3391.033,10914.27,540.737,256.4707,3586579,0,1151.32,738.5311,5783.227,10754.73,1011.848,420.8447,3842.724,165.1876,7563.56,211.9899,691.7598,42.49248,82.29923,607.0204,48.33798,785.5537,4362.316,714.9109,2642.038,125.0029,4369.707,134.5591,421.5371,60.0379,59.79349,449.3401,210.5157,365.8147,712.6661,1166.378,222.0469,155.3061,303.898,143.3849,72.12359,197.0956,125.5373,245.6949,110.904,238.4452,60.83554,128.1131,10482.16,405.7269,67.81198,36.68023,17.87856,88.36385,34.11263,33.74911,35.08159,82.7083,28.28531,23.06198,43.4367,17.86875,38.38252,18.01161,151855.5,218.7804,4.534167,1030.619,36.02349,30.41817,37.54001,23.01483,108.5348,62.0403,21.01294,75.34247,117.1611,178.5375,207.3915,3176.62,93949.3,150.9575,71.58265,27.01742,45.0293,59271.25,2832.821,3552.574,470.6227,227.5074,10858.65,1061.659,5583.662,606.7808,360.0936,61.75878,41.16723,19.01227,17.01098,3.001932,24.0155,7.004507,12.00774,6.003863,175.2134,2.801332
70,2337,44841.8551,2337.0015,2338,2199.708,333.4944,1145.111,583.7089,31562.04,3735.975,3680.412,0,0,0,12716.36,67865.65,33287560,941.5421,282.2496,35005.34,22452.53,264.2141,287342.8,904.3885,3500.333,10878.76,619.9471,198.7089,3556368,8.740252,1119.412,675.6459,6273.763,10653.15,980.9674,434.7292,3729.72,159.034,7444.506,194.6408,535.0788,42.49248,87.44285,712.3552,33.83675,749.4665,4608.598,665.414,2596.886,98.20776,4323.594,152.868,403.5803,59.76307,54.12463,463.834,188.3641,386.4574,740.0462,1212.669,293.5565,173.0284,295.5586,137.1559,63.6674,147.0503,142.2793,338.4293,123.0913,243.3536,63.12585,112.2645,10016.02,452.7054,99.68768,35.84185,28.60564,87.27312,27.29092,48.90465,41.22955,96.38991,24.04247,23.60429,56.82684,14.29499,23.26139,8.005167,152635,219.6407,3.001288,1089.473,33.94756,21.88912,37.02401,27.51777,81.05294,51.53342,23.51518,73.04752,126.2643,169.342,196.2694,3275.396,93875.67,164.9461,77.44076,35.0228,61.94664,58245.09,2934.344,3537.725,480.6922,243.4521,10873.33,1034.954,5390.645,694.2857,355.9603,66.71528,59.03471,16.01032,11.00644,9.005151,21.01289,9.005795,9.005812,8.005151,175.2372,2.800951
70,2338,44841.8551,2338.0015,2339,1825.113,166.7204,583.6016,750.4842,34918.08,3803.07,3965.562,0,0,0,14950.11,65702.31,33747070,845.8955,194.047,34036.1,23592.96,246.7973,291500.9,971.6013,3311.942,10622.34,588.5859,256.4711,3655632,0,934.506,724.3664,6536.195,10463.24,945.6083,412.9356,4122.754,152.3116,7725.866,225.782,594.4141,31.86938,51.43717,601.0778,67.67333,759.8281,4661.042,658.2001,2538.011,140.5445,4408.186,112.132,377.4885,63.27866,57.50758,451.8261,225.1701,378.8538,628.1778,1214.142,286.8906,133.6148,288.0599,150.3181,40.08709,141.954,137.0049,308.4637,107.4729,235.9525,53.40215,133.9227,10145.99,414.6483,97.64169,23.84202,33.96934,104.0184,32.40799,45.644,27.10846,107.7644,27.42349,31.93525,37.40376,25.01621,31.40386,13.00839,152690.5,183.3004,5.456648,1077.278,29.83968,18.01166,57.03701,21.72494,90.68874,53.03391,19.01227,59.03653,114.3074,164.4093,172.2233,3255.357,93654.22,161.2012,69.22386,37.02389,76.04958,57644.53,2785.592,3592.281,493.7629,265.6462,10670.05,1070.849,5379.051,655.2441,366.6737,63.72112,100.069,30.01937,29.73794,17.39402,49.03117,20.01294,17.0103,11.00644,175.2134,2.801332
70,2339,44841.8551,2339.0015,2340,2074.654,166.7753,1029.151,750.4883,33342.5,2552.072,3557.722,0,0,0,13537.15,65679.93,36532000,1560.507,246.9696,33210.2,23026.68,260.4991,292153,930.8636,3352.047,10678.8,651.9721,203.4083,3639614,0,847.5865,885.6951,5875.789,10666.28,1065.668,322.2726,4252.566,155.7533,7487.509,267.4938,701.8408,53.11558,92.52837,601.5024,43.50434,747.1653,4631.9,654.8215,2484.607,120.3796,4584.274,149.5098,336.7437,49.20411,43.97649,423.9725,178.3618,391.4102,696.3679,1200.668,270.3469,181.1389,300.5476,116.065,77.81586,163.7028,112.3292,352.5299,142.6492,266.9694,56.02708,119.4655,10188.94,400.7027,89.06223,21.57824,24.56901,104.2503,40.93652,40.75368,38.2709,88.42197,29.69959,26.38126,31.37096,16.6775,29.39574,11.00579,151813.7,188.221,4.001932,1035.9,31.02014,30.89495,47.03043,18.01159,84.0473,72.047,28.69055,60.03895,138.156,196.5625,193.2954,3186.885,94275.14,144.171,67.00428,38.02465,63.04103,57204.55,2803.943,3615.05,469.967,257.0876,10307.78,1027.699,5453.349,614.2495,377.6606,71.04616,180.0835,63.04087,52.03379,14.00905,85.05563,20.01294,49.49303,18.01161,175.2134,2.801332
71,2414,44841.856,2414.0015,2415,2039.604,416.9363,833.8713,984.0377,40632.62,3078.454,4163.793,0,0,0,14540.48,61343.48,32505530,1259.017,118.661,33341.98,22541.86,227.4464,337680.9,1178.359,3022.589,8559.617,638.5089,150.3444,3743186,0,776.9531,601.8615,5702.392,11278.97,1128.81,179.4096,4151.854,235.3947,7221.702,218.6139,579.9284,74.36213,102.8744,677.6066,43.57043,935.4257,4350.743,834.155,3723.626,156.2543,3380.846,134.5564,314.2685,62.83224,67.65376,832.787,219.5063,402.0447,604.8115,1235.119,236.1468,166.1634,332.4918,481.8232,66.02537,128.4258,111.1935,253.4689,96.23427,236.5498,67.4547,104.2785,9778.199,383.8002,149.3764,20.17399,78.04535,57.60009,35.8194,72.72002,39.21762,68.93905,16.97116,61.80965,152.6055,27.39878,40.70876,15.00967,150620.4,237.4474,3.001288,1078.763,20.01293,25.01615,60.82893,23.01489,94.06875,78.0509,33.02138,88.05745,143.1667,194.8161,205.3148,3575.761,94321.28,163.1951,72.35632,43.85647,49.03109,73228.78,2946.418,4410.613,575.0163,266.3071,12778.91,1145.397,6348.555,756.7894,399.2247,79.05162,25.01618,11.00713,11.39772,4.002575,15.00969,12.00773,7.004523,4.283363,174.7338,2.804384
71,2415,44841.856,2415.0015,2416,2004.07,166.774,1333.06,833.7084,38434.71,3667.056,4847.669,0,0,0,14082.52,61495.96,32187850,1121.838,215.9958,32772.07,22726.9,343.4324,326075.1,1092.669,2785.894,8174.974,647.0757,185.7198,3692092,0,968.5104,605.7543,5446.979,10794.77,1189.614,234.6132,4437.191,165.3943,7350.739,171.048,603.2453,74.35863,72.00862,713.2704,72.50722,938.267,4344.213,976.8614,3937.63,144.535,3655.177,100.9189,367.4138,80.50584,59.44342,788.2723,260.8214,392.9443,527.1337,1096.424,228.9085,173.0181,317.7844,448.6557,56.59343,161.6434,114.524,247.5111,114.025,250.6596,80.04076,118.0735,9628.804,472.3069,125.5069,40.34813,71.50831,78.54534,32.40793,61.62733,41.46006,71.93637,12.72838,69.0668,126.7177,14.29497,36.05639,17.01098,149116.8,234.3418,4.002575,1068.029,26.15754,21.13087,58.03784,44.02859,86.12673,60.03908,29.01872,41.02658,122.1094,200.3176,229.4103,3446.158,94239.98,143.1638,59.04028,42.02714,47.03051,74271.16,3075.518,4560.825,570.3774,273.4431,13269.12,1235.352,6674.281,765.3801,416.0986,72.04685,14.00839,4.001288,8.005151,3.001288,12.0071,5.002575,6.003863,1,174.6618,2.804765
71,2416,44841.856,2416.0016,2417,1420.353,500.2697,1000.354,1334.688,40181.23,3573.423,4427.458,0,0,0,14359.11,61136.81,33850690,1071.752,264.6093,33417.94,23445.71,290.6378,322862.5,1155.314,2906.344,8966.81,713.687,195.8246,3632257,0,946.6599,642.7234,5525.544,11235.03,1391.276,172.5097,4348.407,146.3105,7199.166,242.1152,500.9897,90.29661,41.14631,662.1306,53.17202,937.4221,4267.406,998.9963,3725.711,156.238,3884.736,130.8208,318.8742,59.38531,54.12479,847.2634,209.7804,422.349,583.1833,1222.776,236.6207,190.8454,314.1024,568.8256,88.00349,188.6979,105.7214,230.1946,119.1973,245.5183,62.0301,131.1909,9747.239,415.0494,153.1941,44.01625,76.87814,76.79996,32.40794,66.83614,56.73356,61.05915,28.28531,76.99633,147.9155,17.86873,40.59977,13.0084,149506.9,271.5741,2.001288,1025.28,35.02265,27.01744,44.13026,40.04154,86.05285,62.07591,39.02529,64.04177,120.12,210.3686,210.3388,3558.51,93696.16,158.4483,65.74037,34.07668,70.04493,74526.34,3091.595,4481.156,588.5297,299.1899,13408.14,1175.004,6760.947,752.8941,447.5377,67.0436,13.00777,7.004507,3.001288,5.003219,5.002576,6.002575,7.004507,1,174.7331,2.803621
71,2417,44841.856,2417.0016,2418,1753.908,583.7117,583.7089,667.0987,35260.12,2956.182,5471.718,0,0,0,14075.4,64212.05,34027580,1215.71,229.329,33567.02,23339.82,238.4637,322787.5,1163.568,2539.842,8473.144,655.8117,185.6159,3734041,0,835.2139,662.8209,5494.132,11331.24,1134.893,325.4257,4187.686,209.9212,7111.647,260.0515,591.5277,58.50167,61.72464,675.8295,64.34075,1043.781,4419.479,939.4689,3825.75,121.097,3999.318,137.3765,340.8325,80.0723,60.44775,816.0881,285.7391,467.0446,616.603,1156.762,253.0793,135.9164,303.6324,490.1158,84.89033,169.0096,118.937,307.9276,99.04011,208.3487,68.03314,129.9138,9851.938,430.0489,128.0897,36.6801,71.51473,76.79982,20.4682,63.75413,36.67621,73.42896,24.04247,56.22934,129.6345,15.48626,47.68751,13.00837,147937.5,271.0709,4.002575,1034.717,32.74358,24.12498,53.03459,32.02072,80.05237,59.11676,42.02734,78.05113,123.1063,215.5044,238.2381,3497.323,93489.02,168.2166,68.74462,29.01871,59.03837,73309.28,3106.502,4432.913,585.4254,267.542,13286.55,1240.265,6739.308,772.392,469.4487,81.05274,5.002576,3.001288,6.00322,4.001932,2.000644,6.003863,4.001932,3.001288,174.6618,2.804765
