,AbsTime,RelTime,Cycle,m15.010 (B_m15.010) (Corr),m15.973 (B_m15.973) (Corr),m16.982 (B_m16.982) (Corr),m17.009 (B_m17.009) (Corr),m18.018 (B_m18.018) (Corr),m18.886 (B_m18.886) (Corr),m18.940 (B_m18.940) (Corr),m19.016 (B_m19.016) (Corr),m19.454 (B_m19.454) (Corr),m19.737 (B_m19.737) (Corr),m20.009 (B_m20.009) (Corr),m21.008 (B_m21.008) (Corr),m26.999 (B_m26.999) (Corr),m27.988 (B_m27.988) (Corr),m28.991 (B_m28.991) (Corr),m29.975 (B_m29.975) (Corr),m30.989 (B_m30.989) (Corr),m31.976 (B_m31.976) (Corr),m32.973 (B_m32.973) (Corr),m33.005 (B_m33.005) (Corr),m33.968 (B_m33.968) (Corr),m36.641 (B_m36.641) (Corr),m36.917 (B_m36.917) (Corr),m37.017 (B_m37.017) (Corr),m37.663 (B_m37.663) (Corr),m37.752 (B_m37.752) (Corr),m38.004 (B_m38.004) (Corr),m39.002 (B_m39.002) (Corr),m41.007 (B_m41.007) (Corr),m42.002 (B_m42.002) (Corr),m43.016 (B_m43.016) (Corr),m43.975 (B_m43.975) (Corr),m45.002 (B_m45.002) (Corr),m45.962 (B_m45.962) (Corr),m47.035 (B_m47.035) (Corr),m48.022 (B_m48.022) (Corr),m48.979 (B_m48.979) (Corr),m49.978 (B_m49.978) (Corr),m50.999 (B_m50.999) (Corr),m53.014 (B_m53.014) (Corr),m55.014 (B_m55.014) (Corr),m57.037 (B_m57.037) (Corr),m59.023 (B_m59.023) (Corr),m60.023 (B_m60.023) (Corr),m61.011 (B_m61.011) (Corr),m62.003 (B_m62.003) (Corr),m63.002 (B_m63.002) (Corr),m65.030 (B_m65.030) (Corr),m69.041 (B_m69.041) (Corr),m71.048 (B_m71.048) (Corr),m73.032 (B_m73.032) (Corr),m74.027 (B_m74.027) (Corr),m75.019 (B_m75.019) (Corr),m77.010 (B_m77.010) (Corr),m78.017 (B_m78.017) (Corr),m79.022 (B_m79.022) (Corr),m81.017 (B_m81.017) (Corr),m83.059 (B_m83.059) (Corr),m85.058 (B_m85.058) (Corr),m87.031 (B_m87.031) (Corr),m88.048 (B_m88.048) (Corr),m89.035 (B_m89.035) (Corr),m90.925 (B_m90.925) (Corr),m91.020 (B_m91.020) (Corr),m93.013 (B_m93.013) (Corr),m94.016 (B_m94.016) (Corr),m95.027 (B_m95.027) (Corr),m96.029 (B_m96.029) (Corr),m97.057 (B_m97.057) (Corr),m101.057 (B_m101.057) (Corr),m103.045 (B_m103.045) (Corr),m105.032 (B_m105.032) (Corr),m107.032 (B_m107.032) (Corr),m109.059 (B_m109.059) (Corr),m111.078 (B_m111.078) (Corr),m117.060 (B_m117.060) (Corr),m125.093 (B_m125.093) (Corr),m143.113 (B_m143.113) (Corr),m149.027 (B_m149.027) (Corr),m151.034 (B_m151.034) (Corr),m203.960 (B_m203.960) (Corr),m204.933 (B_m204.933) (Corr),m205.922 (B_m205.922) (Corr),m207.005 (B_m207.005) (Corr),m217.909 (B_m217.909) (Corr),m223.046 (B_m223.046) (Corr),m224.050 (B_m224.050) (Corr),m225.026 (B_m225.026) (Corr),m228.995 (B_m228.995) (Corr),m266.983 (B_m266.983) (Corr),m268.971 (B_m268.971) (Corr),m281.054 (B_m281.054) (Corr),m282.058 (B_m282.058) (Corr),m283.028 (B_m283.028) (Corr),m285.015 (B_m285.015) (Corr),m286.988 (B_m286.988) (Corr),m297.068 (B_m297.068) (Corr),m299.047 (B_m299.047) (Corr),m329.812 (B_m329.812) (Corr),m330.846 (B_m330.846) (Corr),m331.860 (B_m331.860) (Corr),m341.026 (B_m341.026) (Corr),m342.022 (B_m342.022) (Corr),m343.009 (B_m343.009) (Corr),m355.131 (B_m355.131) (Corr),m356.143 (B_m356.143) (Corr),m357.094 (B_m357.094) (Corr),m358.080 (B_m358.080) (Corr),m359.040 (B_m359.040) (Corr),m360.035 (B_m360.035) (Corr),m371.127 (B_m371.127) (Corr),m372.127 (B_m372.127) (Corr),m373.088 (B_m373.088) (Corr),m374.079 (B_m374.079) (Corr),m375.072 (B_m375.072) (Corr),m376.054 (B_m376.054) (Corr),m429.097 (B_m429.097) (Corr),m430.093 (B_m430.093) (Corr),m431.089 (B_m431.089) (Corr),m432.081 (B_m432.081) (Corr),m433.068 (B_m433.068) (Corr),m445.114 (B_m445.114) (Corr),m446.115 (B_m446.115) (Corr),m447.099 (B_m447.099) (Corr),m448.096 (B_m448.096) (Corr),m449.089 (B_m449.089) (Corr),E/N_Act [Td],p-Drift_Act [mbar],group_id
2999,44843.7862,2999.0011,3000,2174.27,1083.983,798.3667,1250.81,40382.46,3785.974,5700.005,27965220,1738268,18645.77,76831.32,37227140,615.1808,246.9707,41612.21,27183.84,285.0005,607487.7,3734.01,10204.35,1191.029,196.9667,185.6343,3595078,1582.128,716.4526,5303.288,9967.687,993.6553,235.8762,2365.62,257.8079,5385.838,306.3245,439.5711,12.43613,103.8445,159.4214,462.8662,784.2557,3546.914,770.8428,2600.348,132.8067,641.4174,59.70389,238.4215,46.69091,712.8994,238.8589,573.0978,91.37335,297.9471,712.8904,101.0174,137.2978,336.4038,352.6573,108.4739,162.2305,574.5086,107.7929,117.4455,214.7955,108.0483,110.8099,5845.322,324.4322,176.3419,39.32603,62.83271,24.82149,36.67749,58.83378,51.02896,48.15485,54.15156,118.9893,74.43602,68.67744,52123.34,544.6724,29.01884,80.06792,36.02327,466.8103,98.07134,135.5908,152.1769,88.06131,80.65411,235.8856,53.03086,219.3673,74.04835,260.5416,22.0136,67.04366,1346.244,33840.03,180.2428,500.8905,115.493,127.5629,68660.41,3081.88,6006.969,813.0784,913.7219,152.1762,10214.42,1002.822,5611.365,690.803,437.0283,89.05808,15566.18,1536.795,1361.082,267.6067,82.23305,3754.209,583.8878,1110.954,223.973,109.0749,176.1494,2.78798,173
3000,44843.7862,3000.0011,3001,2934.416,583.7103,750.4842,1842.994,41329.05,3482.343,5751.405,27976860,1773138,18191.99,73651.48,38796500,919.442,200.8018,41363.45,26938.28,349.0881,596245.6,4073.026,9918.255,1058.296,187.3404,185.6174,3629588,1396.512,916.9769,5518.157,10458.17,950.9153,226.1749,2375.74,227.1134,5314.469,383.9912,593.3243,38.39035,63.74457,97.72157,509.9204,699.9077,3624.075,841.6971,2594.326,101.5579,693.1858,93.43602,246.619,54.94736,645.4816,262.777,594.1685,86.26666,325.8467,690.95,113.0602,157.5197,295.1829,330.226,89.60886,119.4001,630.9688,109.9568,149.4582,225.21,118.0528,135.8894,5963.448,284.0464,178.9462,44.69576,73.29864,30.69716,41.67891,65.20109,63.51196,46.72634,57.69872,123.0892,113.9654,61.41178,52136.12,515.8411,20.01289,76.00289,52.01826,412.804,57.03712,122.7425,124.1253,103.0784,96.07022,210.9248,49.03176,270.1806,79.04796,345.9277,29.01877,72.0434,1422.468,33597.63,166.2033,459.5756,103.2821,107.0737,105546.8,3634.419,7955.428,1057.185,1033.103,155.218,16711.33,1427.519,8830.602,984.8021,643.2462,92.0602,10959.79,1297.982,1055.004,214.206,76.04939,2761.909,470.5715,792.856,177.211,101.6287,176.0287,2.789125,173
3001,44843.7862,3001.0011,3002,1716.122,416.9363,1250.81,2168.082,38157.96,3935.258,5906.915,27567740,1812910,19781.32,73783.73,37609140,692.5501,269.0912,41402.51,27078.18,184.8605,596630.6,3923.067,9496.65,1098.364,161.5992,200.8993,3609105,1367.285,755.9803,6131.248,9766.985,970.3972,248.3815,2268.521,209.894,4910.364,330.3745,557.1475,16.45297,94.63107,92.63171,493.3493,780.1396,3681.882,840.7057,2569.846,120.6226,673.3353,56.06149,226.905,73.79413,725.7567,194.0363,644.7969,69.87051,280.5907,697.272,165.4548,132.5458,355.9261,336.3757,84.89242,168.9552,629.1556,106.8067,95.69803,203.1231,120.2883,146.522,6301.106,335.053,153.0631,44.41647,55.84511,33.88148,43.42418,72.86732,56.44822,38.00411,78.26624,110.4176,89.77409,57.47818,55347.97,581.4343,20.10672,81.45946,42.02729,316.1893,65.0424,90.95007,104.0828,101.6561,111.0839,228.4207,63.72887,280.06,79.73161,381.3441,24.0155,65.04247,1534.992,35913.96,143.1447,380.8905,87.59612,108.6649,103438.8,3565.377,7508.91,1024.274,952.8972,151.0129,16817.78,1449.494,8692.867,989.026,581.2881,109.0714,7212.479,956.5318,713.6774,135.9778,58.1079,1773.991,314.5615,574.1777,149.0555,77.02669,176.1012,2.788743,173
3002,44843.7862,3002.0011,3003,1989.539,583.7089,1077.195,1417.587,41113.82,4359.556,5372.329,27768370,1817527,19262.81,75266.78,39389600,728.5117,282.2524,41559.43,26781.53,422.5391,584569,4110.454,9877.719,1112.459,194.5997,271.7109,3541372,1352.427,636.9142,6031.821,9957.404,1019.218,248.382,2471.282,190.7909,4912.312,288.8984,559.2171,27.42161,84.99265,97.70683,421.5194,704.9248,3848.993,718.0264,2601.451,105.4636,642.099,45.47447,284.1164,59.73793,621.1623,216.9414,507.3963,95.19042,313.6774,697.5146,104.1951,110.8345,360.3643,366.5805,73.83042,131.8351,703.8823,128.5188,114.3875,217.6503,128.0493,133.2436,5889.596,287.0091,156.0467,36.59461,41.88831,27.2864,46.68042,57.05081,59.69999,52.45177,63.87107,116.6005,82.55529,67.82457,51471.5,528.7479,28.01808,59.52306,51.0018,247.4723,51.03317,97.06351,98.06776,91.06326,101.5081,217.7994,59.23386,301.8923,68.0444,347.751,24.01549,70.07687,1414.641,33206.93,142.1438,266.6785,86.05608,63.04098,101642.8,3398.235,7201.075,1022.753,723.8713,124.5931,16483.32,1459.297,8541.121,929.6036,620.4478,114.6834,4318.784,616.8061,460.9788,103.0673,36.02328,1135.347,260.1346,405.6331,95.06194,55.03559,175.9565,2.790269,173
3003,44843.7863,3003.0011,3004,2282.767,500.3233,1115.633,1141.688,39190.77,4380.916,5519.405,27725660,1839975,20998.19,77596.8,40197610,759.6526,176.4075,40473.59,26291.03,294.4964,593231.3,4048.536,9951.222,1096.985,275.0683,185.6519,3467557,1546.101,885.663,5315.351,10512.65,1074.526,295.3748,2453.778,159.0061,5027.646,294.8642,421.2007,32.90602,90.30476,161.4353,569.423,758.826,3734.096,837.8785,2413.058,113.276,683.6063,59.79891,242.5955,55.48281,577.2162,204.8542,512.03,77.33163,326.0253,806.371,151.6665,135.1647,300.3734,329.0678,101.3993,93.80914,691.0474,84.08447,121.6619,191.5069,103.0454,133.8211,6238.049,313.7028,134.5492,44.62598,45.37907,37.51877,51.68189,58.68086,63.786,49.45448,56.92849,98.936,85.53077,47.13196,53866.63,585.0903,31.02008,48.63317,34.02203,215.3832,41.02662,65.04254,82.04987,97.06348,91.1847,222.3945,63.04092,317.7723,76.01046,343.9009,32.02075,76.04955,1500.817,34800.64,139.0172,218.3844,65.65209,69.04492,98804.84,3472.456,6749.55,944.5668,611.5528,112.0841,15912.65,1405.453,8288.9,928.8098,573.426,118.3536,2354.801,420.2329,309.7087,73.16467,32.20054,683.2999,165.1593,229.0961,63.04086,46.02983,175.8363,2.792177,173
3004,44843.7863,3004.0011,3005,1417.59,416.9349,700.4887,1867.433,42584.42,3602.192,5446.329,28145160,1864197,17926.57,76546.27,36803400,904.9531,274.4205,42308.68,27791.63,355.5162,600993.7,4464.278,9824.315,1057.925,158.1446,212.1736,3548970,1300.988,818.5045,5581.036,10697.85,949.6983,165.5633,2426.116,217.4093,4895.499,281.3781,502.3885,41.93579,84.99247,92.58149,579.0952,814.4891,4015.208,773.2962,2472.352,101.5575,605.5103,63.53627,232.0314,66.76602,706.8072,272.664,533.6321,84.77308,337.2305,684.9392,157.182,162.198,294.5145,362.6879,85.66629,181.2485,684.4,115.8688,120.406,252.0367,92.65055,112.2565,6088.308,349.0103,156.6959,41.12019,43.63373,44.34049,40.01176,72.47276,46.24486,50.95322,80.42484,114.1068,70.94672,54.02938,54551.22,554.965,19.0123,43.02787,37.02396,156.1938,39.68632,46.0298,66.14903,90.41127,94.10836,237.9414,61.64169,287.3084,89.89459,327.8109,32.0207,64.04168,1464.517,35280.21,151.481,179.3505,43.02785,65.04221,97538.89,3430.765,6537.082,905.7324,558.5551,92.20072,15261.3,1357.954,8465.134,894.9628,537.6238,112.6671,1229.394,223.3474,163.1909,57.03349,24.01552,391.8485,89.48803,157.169,45.02916,23.01488,175.8363,2.792177,173
3005,44843.7863,3005.0011,3006,1334.201,750.487,613.5146,1167.425,40804.87,4215.163,5162.84,28213710,1867828,18936.05,74536.84,39719060,892.0807,180.5423,41034.52,27018.15,280.3326,599872.2,4202.337,10166.03,1120.581,119.2008,274.0584,3453988,1455.122,513.2446,5669.161,10652.37,988.076,247.4418,2283.837,190.7902,4596.275,321.2649,365.8688,21.93729,42.49623,133.7291,549.3835,780.5178,3856.48,702.9632,2344.387,164.8808,631.2883,41.11168,263.8743,63.25192,701.2919,250.6622,499.5165,86.26627,314.0755,617.478,107.4484,143.6237,321.1504,323.3413,99.04128,148.6779,712.14,115.6501,138.4956,231.2885,114.0505,133.2432,6128.437,313.0248,178.0368,53.63501,61.97365,25.57991,43.34601,73.54223,44.65014,46.4573,55.53996,118.6923,75.60806,44.83298,54283.47,582.6749,24.01554,40.87028,37.02401,122.7417,25.01612,44.02855,56.35693,85.1338,89.68371,236.2507,55.03584,303.4466,96.59818,323.1833,27.01745,82.95264,1497.447,35055.8,169.2136,138.6271,49.03168,52.03028,97898.61,3494.02,6483.729,918.1907,509.8381,97.19636,15321.37,1396.817,8342.768,939.7803,579.4662,98.29897,651.8626,175.2209,105.0685,32.02062,15.96341,213.9465,53.84756,88.05756,29.01871,17.01032,175.9084,2.791032,173
3006,44843.7863,3006.0011,3007,1724.102,500.3233,583.7089,1845.93,40866.42,3152.141,6537.377,28371070,1858408,17205.73,71782.48,37766880,972.3863,211.6892,41967.37,27729.02,262.486,603628.2,4661.673,10216.13,1428.731,197.5111,221.0147,3577315,1576.599,892.5934,5728.945,10389.11,802.9139,215.1775,2308.973,147.6679,4650.245,339.0478,510.1548,10.96865,58.4322,61.72116,552.4446,716.8217,3914.199,739.7057,2378.713,143.9371,635.8735,58.41681,237.8841,76.02457,677.2792,179.5677,563.5518,100.065,283.4468,717.8215,141.3686,165.6402,307.8597,366.349,88.02425,158.2972,586.4647,112.1129,151.0822,205.6505,108.0095,153.6217,6080.889,315.2642,169.323,42.90793,61.08605,35.81228,53.63556,53.79093,60.5969,47.95058,55.54014,92.74319,84.90358,40.2346,54046.05,585.8813,28.01808,42.02729,43.0279,125.1273,21.01009,25.0161,51.03315,94.84326,108.0816,257.5234,58.03784,323.6674,68.04422,403.6712,32.02077,60.03899,1487.784,35046.8,130.0002,113.0852,44.66961,37.02386,98200.93,3463.081,6402.915,891.8033,498.2885,82.18655,15621.63,1302.464,8340.968,978.955,610.35,119.0853,382.9976,110.0679,89.0582,27.13473,12.00773,115.0474,43.02789,63.76791,22.01422,5.00322,175.8843,2.791414,173
3007,44843.7863,3007.0011,3008,1174.101,583.7103,1022.472,2045.598,39052.96,5125.696,6262.987,27745990,1870933,19910.01,74321.5,38730120,742.8661,264.612,41778.36,26570.06,230.2491,611087.6,4079.605,9877.946,1244.281,212.1694,290.67,3520976,1461.123,767.9455,5986.529,10826.5,928.8046,213.8837,2264.738,146.2896,4925.073,336.3768,385.3481,27.42161,90.28242,128.5857,498.6374,731.2671,3987.788,773.7673,2351.711,135.5225,688.0223,52.32407,244.4035,71.07627,747.8619,192.3006,502.9126,61.62034,269.2805,711.2908,123.9937,118.4693,284.7899,348.4403,110.1967,105.8829,626.9268,133.6732,105.7928,216.8475,72.03178,185.1547,5923.451,283.6148,152.7661,58.99854,52.36044,44.33924,31.67598,80.89016,56.88406,61.60727,53.63085,105.8363,74.76306,44.37487,54058.28,542.0518,21.01354,28.01813,47.94516,97.06749,14.00839,49.04746,47.95735,88.77318,80.24782,274.9674,72.04683,323.9197,95.50001,366.922,25.0161,77.05013,1510.526,34656.83,145.082,124.0994,48.17179,48.03112,98779.59,3432.873,6428.984,919.3994,467.7431,97.06329,15715.77,1402.998,8388.145,950.0711,571.4696,95.76586,296.6769,96.06631,68.37257,16.00968,10.00644,106.0694,33.02138,59.4291,13.47744,18.01161,175.8363,2.792177,173
3008,44843.7863,3008.0011,3009,1754.399,750.4857,527.3589,1172.144,38094.17,6002.417,4951.926,27393990,1905689,20103.94,74375.46,38658670,718.6777,370.4572,41730.95,26763.51,184.8594,598685.1,4415.911,10033.22,1203.674,244.2579,268.7751,3450854,1256.359,660.642,5891.622,10509.53,948.1521,225.4729,2641.815,179.7314,4591.308,312.5352,416.4666,21.93729,64.13847,87.43808,540.5294,797.8063,4077.64,741.4611,2278.488,128.9004,610.9355,48.58671,258.7428,59.20271,612.661,212.4259,450.9639,99.33897,276.1129,670.8522,124.1229,97.3184,319.7094,304.945,89.6007,122.4276,656.1498,101.8378,123.7303,213.1081,100.7792,137.8589,6140.791,261.1927,167.215,43.43177,50.61509,47.12502,31.79983,70.6833,66.33373,58.44625,53.31094,97.04639,73.27309,42.2284,54123.21,530.7726,18.01167,41.19857,48.02763,106.0916,22.01423,44.02853,49.0006,89.18321,101.445,252.4872,60.4768,322.1555,92.73256,333.9913,35.02267,82.81957,1564.33,35111.27,138.0631,122.3904,47.03049,42.02725,98136.48,3487.013,6356.052,896.9891,460.2432,78.05069,15717.69,1376.528,8416.695,961.6062,581.4777,113.0774,434.3283,118.1312,74.04811,25.01612,13.77449,143.1484,51.033,65.04217,30.0194,9.005811,175.9565,2.790269,173
3077,44843.7871,3077.0011,3078,4504.654,917.2595,1084.042,1062.698,35213.59,4555.856,4591.791,27915190,1606927,16303.96,71986.58,35986700,936.9587,299.618,42676.73,28128.97,640.1029,929100.3,5636.066,16822.29,1663.658,247.1699,134.0585,3543382,1070.004,550.5706,4905.485,12482.83,3619.83,656.3561,3112.267,361.9242,34630.34,405.5489,938.7744,43.87458,321.6137,159.4432,581.8353,1395.527,3410.552,1016.243,10376.9,334.1212,649.2189,82.22369,232.5083,73.06657,4170.546,254.8105,4120.942,156.8236,403.3412,709.5681,129.6061,304.4678,301.1337,564.9988,87.65601,2626.829,642.9022,124.4857,107.9671,285.3016,166.2301,144.6136,5365.244,236.4966,185.9758,128.3822,59.3357,73.33254,513.0984,80.34256,80.79156,55.44908,69.42516,122.4157,116.418,75.87136,52030.2,565.3671,24.0155,48.03114,50.90022,252.4774,53.03391,79.05174,99.08415,53.70684,73.0476,172.4195,55.29385,165.2269,55.03564,206.3557,19.01227,54.03497,2468.596,34795.14,158.1949,223.321,61.81363,74.04816,39950.47,2220.054,3846.706,567.2009,464.5028,87.09562,5935.616,653.0858,3818.231,506.927,297.8468,41.17506,4480.208,658.2169,498.3517,118.9527,42.02722,966.6142,219.0906,405.0039,95.06208,54.96527,176.0517,2.785691,174
3078,44843.7871,3078.0011,3079,2918.281,750.4856,833.8753,1617.101,39506.13,4522.591,4947.377,27871750,1620532,17722.8,69155.63,39672040,865.2551,282.2538,42509.67,26218.8,773.3913,886021.4,5883.625,17787.26,1488.029,232.2291,150.2895,3595552,1221.198,689.8032,4889.577,13423.29,3331.382,667.47,3043.585,261.5188,34245.26,480.8951,885.9097,49.35891,298.9714,102.8686,670.0234,1345.456,3630.969,1103.374,10309.97,336.5045,713.9622,59.79898,233.1093,59.73793,4026.574,337.9654,4498.026,189.5928,357.9463,722.3427,137.8788,406.8555,326.0017,552.3851,127.3391,2632.354,698.3293,109.2074,134.4737,304.3881,148.8006,143.7675,5277.537,266.2065,231.5145,133.7531,63.67808,78.44276,474.5943,85.6021,95.67932,46.84371,76.36771,128.1984,136.0797,86.21761,48681.11,516.8939,26.01678,48.78165,38.77512,199.4265,38.02457,60.49268,89.4919,129.793,110.1961,193.3399,56.03639,304.7081,91.0595,432.5377,33.02135,58.03705,2229.121,31532.17,145.1683,256.6995,67.04354,68.04426,134754.6,3970.932,9534.13,1250.608,872.6044,150.1884,21153.46,1700.703,11570.93,1198.798,755.2902,127.3244,2402.192,422.3316,300.373,82.05358,28.01806,609.2665,169.2016,250.2724,66.04292,36.02331,175.8347,2.788362,174
3079,44843.7871,3079.0011,3080,3885.412,917.2623,742.5025,1443.32,38839.24,4230.581,4987.939,28043740,1667952,21147.22,72609.01,37488430,896.8066,229.3308,41612.74,27845.94,902.5785,867959.9,5132.025,16787.22,1420.283,188.5332,194.0433,3450342,1241.843,661.0012,5473.175,13122.43,3372.545,595.3278,2916.322,330.8203,35540.68,415.5032,735.5506,32.90594,307.7691,188.5188,693.6117,1435.307,3803.887,1154.621,10908.03,385.3597,749.4402,85.09969,244.9476,87.85027,4034.86,301.7079,4738.311,236.132,356.082,636.3777,155.2218,413.4078,352.9669,542.2304,113.1823,2620.793,686.2935,110.7315,123.3173,293.9522,162.0732,169.3845,5247.87,276.1333,246.1308,147.4865,69.8144,92.09877,470.432,80.71846,64.64584,41.96139,86.08739,115.2609,154.7646,68.67768,48574.89,536.4582,24.01549,52.03378,40.88599,169.5409,39.02533,52.03387,83.55467,112.8036,109.258,219.389,61.24281,290.6597,113.5575,470.9062,21.01228,79.05175,2217.724,31240.56,141.1077,231.2432,62.05609,63.88532,136500.3,3953.142,9334.069,1204.381,836.8896,134.3139,21887.56,1673.249,12082.2,1195.81,849.376,149.157,1313.122,263.0706,181.9633,54.03502,28.01808,332.8291,89.05789,147.7657,51.03307,26.01679,175.7385,2.789888,174
3080,44843.7871,3080.0011,3081,2588.001,333.5493,1486.214,2251.49,41213.86,4887.892,5860.509,27834040,1666102,16084.33,68581.21,37319360,628.435,277.4291,40150.36,27979.57,698.4749,843465.3,4967.163,16736.01,1403.831,143.6437,197.2045,3517582,1400.169,753.8087,5154.916,13523.93,3714.85,717.5242,2884.141,231.1875,34386.97,351.812,861.3062,49.19831,251.3483,114.9339,695.6533,1360.391,3825.295,1246.775,10680.63,347.6724,629.7573,59.79879,251.6459,91.3641,4032.981,346.1611,4569.649,254.2274,379.9366,607.4546,104.7878,341.9809,367.4409,506.076,124.9809,2781.911,647.5892,108.9969,111.753,366.785,156.9945,121.5803,5059.59,285.4986,232.7003,134.0884,55.12852,76.39697,488.1986,67.37885,83.24583,43.45988,90.77349,107.9144,129.2261,65.52516,49138.03,516.0955,24.01555,46.22962,49.96215,136.5488,27.01742,54.03543,75.04549,110.2239,130.4415,228.7303,61.03956,316.6776,78.05087,414.8469,34.56144,79.7393,2167.364,31733.42,133.1202,170.0346,53.03439,60.03896,133164.4,3752.391,9159.298,1243.653,693.1842,123.9432,21593.47,1668.973,11738.6,1248.823,794.2444,142.1254,694.1111,136.9963,119.0924,29.01876,16.01032,240.414,52.0338,85.05565,37.02396,22.14708,175.5465,2.79294,174
3081,44843.7872,3081.0011,3082,3617.664,1167.419,583.8732,1503.255,39314.18,4070.756,5651.917,27700140,1693177,18469.36,71633.95,35736930,758.2898,347.9934,41372.33,28185.31,723.8453,854387.5,5905.825,17048.03,1440.203,206.4878,173.8069,3567627,1172.599,818.4171,5005.902,13742.76,3630.888,756.4544,2962.814,334.7554,34902.17,484.5547,762.2203,38.39035,327.2045,197.4401,757.3771,1292.948,3897.725,1339.719,11015.33,367.8121,569.391,107.4003,256.4496,49.19595,4101.94,366.9608,4603.607,198.3319,359.4337,661.3318,128.2053,404.3154,379.9324,484.1974,139.1301,2679.621,691.9528,86.2403,147.7745,362.8402,153.2325,139.2746,5325.378,292.9842,224.4991,115.6033,43.97468,85.47034,509.9656,68.48672,89.64954,46.45723,86.08743,139.7932,167.2094,58.12489,51429.51,543.7457,19.01227,38.14186,48.12507,124.2189,28.0181,54.0351,77.05035,115.0873,108.0852,247.2196,59.03827,333.2121,86.74422,427.4019,35.02267,89.57436,2284.844,33790.44,140.5722,147.0358,45.02913,49.02828,124008.6,3732.625,8547.399,1137.772,579.8977,101.0696,19654.32,1619.612,10760.69,1159.598,749.3209,131.1071,356.9602,98.79878,71.04617,20.01289,16.01033,118.0739,45.02916,58.03756,18.01161,9.005151,175.5225,2.793321,174
3082,44843.7872,3082.0011,3083,3031.288,973.6151,1250.813,1917.922,35183.17,4269.957,6247.641,27845520,1707879,19093.11,74141.56,37409340,770.884,264.612,42328.7,27514,664.7079,850274.3,5428.97,16459.87,1533.111,130.1422,212.1742,3587272,1168.867,697.5602,5799.418,13755.18,3680.031,760.5543,2677.974,362.2353,34780.23,379.1016,882.2122,32.90593,290.162,143.0236,737.7332,1399.308,4116.16,1331.51,10458.84,328.1568,714.3812,85.28206,282.9404,87.85021,4150.204,313.1404,4397.776,213.8032,409.2842,687.0935,121.333,349.6762,403.6937,456.8958,123.9678,2847.823,721.188,116.5931,150.9004,360.8827,152.5618,139.367,5445.148,289.1691,228.0618,139.4529,69.81403,94.90343,519.3688,73.35149,97.26194,35.96684,80.57661,124.3002,163.8572,81.61975,52020.64,536.3275,21.01356,50.03247,45.02917,100.7019,25.01621,47.03056,53.34655,106.4207,90.57483,280.0783,56.03631,359.8397,81.04938,426.4297,34.02132,82.92129,2324.621,33666.54,147.7715,130.1364,35.02263,44.13797,116455.6,3720.067,7585.046,1074.792,545.9893,121.0864,18440.99,1502.802,10227.35,1105.086,692.6376,113.4883,193.2699,56.03643,42.06628,15.00966,10.20188,59.65584,24.0155,34.78027,13.00837,8.005151,175.5944,2.792177,174
3083,44843.7872,3083.0011,3084,4008.349,833.7681,755.0431,1756.675,37375.35,3716.035,5642.309,28061690,1720459,16464.03,72389.29,38456590,780.3339,267.1277,42498.68,28134.45,790.5383,848303.3,5110.304,16542.22,1591,180.905,192.5414,3548124,1001.424,794.9049,5075.995,13392.14,3649.509,733.277,2809.114,320.283,34097.79,503.7807,767.5848,39.27932,359.3275,121.7347,726.8823,1393.464,3959.414,1110.855,10580.94,357.9362,615.1873,63.53633,237.8844,77.30835,4212.261,331.0823,4450.48,201.9283,412.2639,673.0479,132.3447,394.6742,367.7921,504.2544,134.7452,2705.989,734.8331,135.8222,148.4231,338.8285,191.1122,126.0358,5293.57,269.611,214.5584,136.9241,73.57752,85.64349,525.517,86.35346,110.0314,55.49576,73.67751,127.6088,140.0687,78.33219,51671.63,539.0679,21.90477,27.00967,31.02009,103.0897,25.01621,38.02468,57.13815,113.0926,92.50957,233.4511,60.03891,333.6815,96.06293,416.3217,23.01425,73.83719,2237.283,33481.44,153.4264,103.0676,41.02653,34.02196,112133.8,3670.617,7298.633,1041.061,501.5938,77.85536,17066.32,1466.017,9622.033,1042.789,629.215,110.4078,107.0662,47.03046,31.81745,8.00322,7.003863,43.02777,20.01296,26.01682,11.00708,7.00322,175.6664,2.791032,174
